,beer_names,style,07-28-2022,07-29-2022,07-30-2022,07-31-2022,08-01-2022,08-02-2022
0,Hatchet,Pilsner - German,3.58,3.58,3.58,3.58,3.58,3.58
1,Skillet Donut Stout,Stout - Coffee,4.17,4.17,4.17,4.17,4.17,4.17
2,Billhook Farmhouse Ale,Farmhouse Ale - Saison,3.7,3.7,3.7,3.7,3.7,3.7
3,Scythe Rye IPA,IPA - Rye,3.92,3.92,3.92,3.92,3.92,3.92
4,Hacksaw Dunkel,Lager - Munich Dunkel,3.65,3.65,3.65,3.65,3.65,3.65
5,Spade IPA,IPA - American,3.65,3.65,3.65,3.65,3.65,3.65
6,Pollination IV,Farmhouse Ale - Saison,,,,,,
7,Pollination V,Farmhouse Ale - Saison,,,,,,
8,Pollination VI,Farmhouse Ale - Saison,3.76,3.76,3.76,3.76,3.76,3.76
9,Thatcher Harvest Ale,Pumpkin / Yam Beer,3.79,3.79,3.79,3.79,3.79,3.79
10,Pruner Olde Ale,Old Ale,3.78,3.78,3.78,3.78,3.78,3.78
11,Bouclier Saison,Farmhouse Ale - Saison,,,,,,
12,Rake Autumn Wit,Wheat Beer - Witbier / Blanche,3.59,3.59,3.59,3.59,3.59,3.59
13,Slasher Sweet Potato Porter,Porter - American,3.73,3.73,3.73,3.73,3.73,3.73
14,Crowbar Black Saison,Farmhouse Ale - Saison,3.71,3.71,3.71,3.71,3.71,3.71
15,Mangleknife Barleywine,Barleywine - American,3.75,3.75,3.75,3.75,3.75,3.75
16,Cascara,Farmhouse Ale - Saison,3.91,3.91,3.91,3.91,3.91,3.91
17,Las Milpas,Farmhouse Ale - Saison,4.21,4.21,4.21,4.21,4.21,4.21
18,Haru,Farmhouse Ale - Saison,,,,,,
19,Atu Lintang,Farmhouse Ale - Saison,4.0,4.0,4.0,4.0,4.0,4.0
20,Mallet Chocolate Cherry Stout,Stout - American,3.77,3.77,3.77,3.77,3.77,3.77
21,Surf Wax IPA,IPA - American,3.99,3.99,3.99,3.99,3.99,3.99
22,Machete Extra Farmhouse,Farmhouse Ale - Saison,3.74,3.74,3.73,3.74,3.74,3.74
23,Flora Petite Saison,Farmhouse Ale - Saison,3.68,3.68,3.68,3.68,3.68,3.68
24,Snowblade Winter Wit,Wheat Beer - Witbier / Blanche,3.69,3.69,3.69,3.69,3.69,3.69
25,Wood-Aged Series Belgian Blonde (Yellow Birch),Belgian Blonde,3.83,3.83,3.83,3.83,3.83,3.83
26,Èpice Farmhouse Ale,Farmhouse Ale - Saison,3.65,3.65,3.65,3.65,3.65,3.65
27,Hayfork,Farmhouse Ale - Saison,3.56,3.56,3.56,3.56,3.56,3.56
28,Vice - Motueka,IPA - American,3.64,3.64,3.64,3.64,3.64,3.64
29,Trapdoor Doppelsticke,Altbier,3.61,3.61,3.61,3.61,3.61,3.61
30,Natura,Wild Ale - American,,,,,,
31,Pollination VII,Farmhouse Ale - Saison,,,,,,
32,Pollination VIII,Farmhouse Ale - Saison,,,,,,
33,Pollination IX,Farmhouse Ale - Saison,3.67,3.67,3.67,3.67,3.67,3.67
34,Crosscut Imperial IPA,IPA - Imperial / Double,3.88,3.88,3.88,3.88,3.88,3.88
35,Spile Maple Amber,Red Ale - American Amber / Red,3.52,3.52,3.52,3.52,3.52,3.52
36,Dagger Belgian Black,Belgian Strong Dark Ale,3.76,3.76,3.76,3.76,3.76,3.76
37,Bale Hook Rye Saison,Farmhouse Ale - Saison,3.63,3.63,3.63,3.63,3.63,3.63
38,Battle Axe Belgian Strong,Belgian Strong Dark Ale,3.67,3.67,3.67,3.67,3.67,3.67
39,Shuriken Saison,Farmhouse Ale - Saison,3.76,3.76,3.76,3.76,3.76,3.76
40,Rye Saison Bale Book,Farmhouse Ale - Saison,,,,,,
41,Flail,Pale Ale - Belgian,3.36,3.36,3.36,3.36,3.36,3.36
42,Sluice DH Blonde - Simcoe,Blonde Ale,,,,,,
43,Sluice DH Blonde - Opal,Blonde Ale,,,,,,
44,Sluice DH Blonde - Sorachi,Blonde Ale,,,,,,
45,Fourche Biere De Mars,Farmhouse Ale - Bière de Mars,3.58,3.58,3.58,3.58,3.58,3.58
46,Kama Jasmine Stout,Stout - Other,3.8,3.8,3.8,3.8,3.8,3.8
47,Pipewrench Strong Scotch Ale,Scotch Ale / Wee Heavy,3.97,3.97,3.97,3.97,3.97,3.97
48,Pollination - Naked,Farmhouse Ale - Saison,,,,,,
49,Pollination - Rose,Farmhouse Ale - Saison,,,,,,
50,Pollination - Heather,Farmhouse Ale - Saison,,,,,,
51,Vice - Aramis,Pilsner - German,3.83,3.83,3.83,3.83,3.83,3.83
52,Pollination X: Honey,Farmhouse Ale - Saison,3.82,3.82,3.82,3.82,3.82,3.82
53,Pollination XI: Earl Grey,Farmhouse Ale - Saison,3.89,3.89,3.89,3.89,3.89,3.89
54,Pollination Saison,Farmhouse Ale - Saison,3.76,3.76,3.76,3.76,3.76,3.76
55,Tonneau Original,Farmhouse Ale - Saison,,,,,,
56,Tonneau Wild,Farmhouse Ale - Saison,4.05,4.05,4.05,4.05,4.05,4.05
57,Tonneau Southyeast Native,Farmhouse Ale - Saison,,,,,,
58,Gandasa Double IPA,IPA - Imperial / Double,4.04,4.04,4.04,4.04,4.04,4.04
59,Hayknife Amber Saison,Farmhouse Ale - Saison,3.62,3.62,3.62,3.62,3.62,3.62
60,Native Carolina Saison,Farmhouse Ale - Saison,3.78,3.78,3.78,3.78,3.78,3.78
61,Vice Single Hop W/ Rakau,Pale Ale - American,3.78,3.78,3.78,3.78,3.78,3.78
62,Gastronomy Porter (Pepper Blend),Porter - Other,,,,,,
63,Gastronomy (Apples & Cinnamon),Porter - American,,,,,,
64,Cantilever Honey Melon Blonde,Belgian Blonde,3.83,3.83,3.83,3.83,3.83,3.83
65,Smudge Stick,Farmhouse Ale - Saison,3.86,3.86,3.86,3.86,3.86,3.86
66,Shepherd's Crook Wallonian Ale,Brown Ale - Belgian,3.58,3.58,3.58,3.58,3.58,3.58
67,Ripsaw Double White IPA,IPA - Belgian,3.66,3.66,3.66,3.66,3.66,3.66
68,Corncob Smoked Porter,Smoked Beer,3.61,3.61,3.61,3.61,3.61,3.61
69,Peach White IPA,Fruit Beer,,,,,,
70,Grass Whip Spring Wit,Wheat Beer - Witbier / Blanche,3.34,3.34,3.34,3.34,3.34,3.34
71,Bolo Coconut Brown,Brown Ale - American,3.9,3.9,3.9,3.9,3.9,3.9
72,Maul Imperial Red,Red Ale - American Amber / Red,3.36,3.36,3.36,3.36,3.36,3.36
73,Tomahawk,Golden Ale,3.64,3.64,3.64,3.64,3.64,3.64
74,Ivan Drago,Wild Ale - American,3.46,3.46,3.46,3.46,3.46,3.46
75,Tommy Gunn,Wild Ale - American,3.62,3.62,3.62,3.62,3.62,3.62
76,Native II,Farmhouse Ale - Saison,3.67,3.67,3.67,3.67,3.67,3.67
77,Vice Mandarina Pils,Pilsner - Other,,,,,,
78,Grater Ginger Saison,Farmhouse Ale - Saison,3.68,3.68,3.68,3.68,3.68,3.68
79,Trowel Pale Ale,Pale Ale - American,3.69,3.69,3.69,3.69,3.69,3.69
80,Trowel Pale Ale,Pale Ale - English,,,,,,
81,The Crucifix Tripel,Belgian Tripel,3.78,3.78,3.78,3.78,3.78,3.78
82,Francisca,Farmhouse Ale - Saison,3.64,3.64,3.64,3.64,3.64,3.64
83,Tong And Fork,Red Ale - American Amber / Red,3.48,3.48,3.48,3.48,3.48,3.48
84,Sheller Peanut Butter Stout,Stout - American,3.89,3.89,3.89,3.89,3.89,3.89
85,Rye Helles,Lager - Helles,3.62,3.62,3.62,3.62,3.62,3.62
86,Last Of A Rye'n Breed,Lager - Helles,3.46,3.46,3.46,3.46,3.46,3.46
87,Vise Simcoe,IPA - American,3.75,3.75,3.75,3.75,3.75,3.75
88,Ono Golden Saison,Farmhouse Ale - Saison,3.41,3.41,3.41,3.41,3.41,3.41
89,Corkscrew French Blanc,Wheat Beer - Witbier / Blanche,3.17,3.17,3.17,3.17,3.17,3.17
90,Sawblade Export Stout,Stout - Foreign / Export,3.87,3.87,3.87,3.87,3.87,3.87
91,Saw Blade Export Stout,Stout - Foreign / Export,3.84,3.84,3.84,3.84,3.84,3.84
92,Flat Head,Pale Ale - American,3.16,3.16,3.16,3.16,3.16,3.16
93,Tack Hammer Session Stout,Stout - Other,3.52,3.52,3.52,3.52,3.52,3.52
94,Farmhouse Drunken Noodles,Farmhouse Ale - Saison,3.73,3.73,3.73,3.73,3.73,3.73
95,Èpice Noel,Farmhouse Ale - Saison,3.27,3.27,3.27,3.27,3.27,3.27
96,Shepherd's Crook Abbey Ale,Other,,,,,,
97,Green Tea Honey Saison,Farmhouse Ale - Saison,3.79,3.79,3.79,3.79,3.79,3.79
98,Sawback,Farmhouse Ale - Saison,3.65,3.65,3.65,3.65,3.65,3.65
99,Haysaw,Farmhouse Ale - Saison,3.76,3.76,3.76,3.76,3.76,3.76
100,Seyval Belgian Blonde,Belgian Blonde,3.62,3.62,3.62,3.62,3.62,3.62
101,Francisca Satsuma Blonde,Belgian Blonde,,,,,,
102,Fixie Single Lot Session,Pale Ale - American,3.63,3.63,3.63,3.63,3.63,3.63
103,Magnum P.A.,Pale Ale - American,,,,,,
104,3 Men 1 Baby Milk Porter,Porter - Other,3.75,3.75,3.75,3.75,3.75,3.75
105,The Gentleman,Brown Ale - American,,,,,,
106,Wolf Moon Rose Imperial Stout,Stout - Imperial / Double,4.14,4.14,4.14,4.14,4.14,4.14
107,Pipehawk,IPA - Session,3.58,3.58,3.58,3.58,3.58,3.58
108,The Shroud Belgian Dubbel,Belgian Dubbel,3.69,3.69,3.69,3.69,3.69,3.69
109,Spice Hawk,Farmhouse Ale - Saison,3.24,3.24,3.24,3.24,3.24,3.24
110,Snow Moon White Tea Imperial Wit,Wheat Beer - Witbier / Blanche,4.08,4.08,4.08,4.08,4.08,4.08
111,Tiller 7 Grain Saison,Farmhouse Ale - Saison,3.66,3.66,3.66,3.66,3.66,3.66
112,Saison D'Orient,Farmhouse Ale - Saison,3.77,3.77,3.77,3.77,3.77,3.77
113,Reciprocation Hoppy Juniper Ale,Pale Ale - American,3.6,3.6,3.6,3.6,3.6,3.6
114,Lavandula Orange Lavender Stout,Stout - American,3.62,3.62,3.62,3.62,3.62,3.62
115,Worm Moon Absinthe Rouge Tripel,Belgian Tripel,4.01,4.01,4.01,4.01,4.01,4.01
116,Ink Well,Schwarzbier,3.53,3.53,3.53,3.53,3.53,3.53
117,Hugo Stiglitz Hopfenweizen,Wheat Beer - Hefeweizen,3.75,3.75,3.75,3.75,3.75,3.75
118,Rebar American Porter,Porter - American,3.64,3.64,3.64,3.64,3.64,3.64
119,Blade & Sheath,Farmhouse Ale - Saison,3.77,3.77,3.77,3.77,3.77,3.77
120,Pink Moon Pink Grapefruit Saison,Farmhouse Ale - Saison,3.93,3.93,3.93,3.93,3.93,3.93
121,Snack Attack,Brown Ale - American,3.57,3.57,3.57,3.57,3.57,3.57
122,Thumbscrews,IPA - Imperial / Double Black,3.9,3.9,3.9,3.9,3.9,3.9
123,Magpie On the Gallows,Farmhouse Ale - Saison,3.85,3.85,3.85,3.85,3.85,3.85
124,Flower Moon Black Trappist Bouquet,Belgian Tripel,3.83,3.83,3.83,3.83,3.83,3.83
125,The Bog Cranberry Belgian Ale,Pale Ale - Belgian,3.77,3.77,3.77,3.77,3.77,3.77
126,Shadowclock Pilsner,Pilsner - German,3.74,3.74,3.74,3.74,3.74,3.74
127,Camulet,Farmhouse Ale - Saison,3.79,3.79,3.79,3.79,3.79,3.79
128,The Remains,Belgian Dubbel,3.78,3.78,3.78,3.78,3.78,3.78
129,Crucifix Tripel Red Wine Barrel Aged,Belgian Tripel,3.73,3.73,3.73,3.73,3.73,3.73
130,Kukai Cucumber Brett,Wild Ale - American,3.82,3.82,3.82,3.82,3.82,3.82
131,Rites of Passage,Wild Ale - American,3.84,3.84,3.84,3.84,3.84,3.84
